"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
57464,118.249601169714,2.94801638163558,0.239782236998129,12.2945570053155,9.68864527200199e-35,1.29362411724897e-32
29106,51.1130172672243,-4.21874329870134,0.343797842736081,-12.2709999141556,1.29642350536743e-34,1.72253577752186e-32
51617,59.2232123974789,-4.13170810998786,0.336819012158811,-12.2668494379401,1.36460518197719e-34,1.80432601682984e-32
768,4088.38643368914,5.45596180699165,0.445115656862218,12.2574025938622,1.53336401004862e-34,2.01766999544465e-32
84824,91.6545705966276,-3.22892344570806,0.26367222142173,-12.2459750530321,1.76542489363253e-34,2.30201502798846e-32
81551,47.2747753152684,-5.23456268537426,0.427453185719472,-12.2459320932739,1.76636001486742e-34,2.30201502798846e-32
7123,4917.93904621679,-4.47375661009953,0.365425212367098,-12.2426052135814,1.84029217321806e-34,2.38694658162445e-32
140803,1216.11462392991,-4.59497752225888,0.37582264209791,-12.226452074864,2.24533245964974e-34,2.89850073630046e-32
221416,1370.52084173321,4.95107958236374,0.405819938373619,12.2001880987068,3.10106770440654e-34,3.98428689304837e-32
2491,256.910419894661,1.7978339153081,0.14736749858326,12.1996636476282,3.12110518841715e-34,3.99120484141344e-32
655,975.56585798931,2.83839478802967,0.23328082347921,12.1672872450342,4.64256502652916e-34,5.90907412114959e-32
1030,1417.67075516767,-2.35751663292394,0.193787305542858,-12.1654853826457,4.74615748364856e-34,6.01282965300555e-32
9723,63.1227052856249,-5.20630505937447,0.428633078543222,-12.1462978943877,6.00224847344739e-34,7.56894647776667e-32
5239,838.977855113516,-3.04795072849632,0.251092264394687,-12.1387679379294,6.58094846975947e-34,8.26045504236445e-32
1991,111.459313180073,-3.99253875532711,0.328921226350335,-12.138282468504,6.62010500054562e-34,8.27148715618631e-32
10225,235.784278147879,-1.80033041842344,0.148703529454293,-12.106843899605,9.71612146276196e-34,1.20843706119959e-31
29089,584.49339415901,1.94771869921531,0.160891058836566,12.105823115962,9.83775627797941e-34,1.21800366136183e-31
257194,475.581545524828,-3.03027452864366,0.250408232136837,-12.1013374951178,1.0390432641241e-33,1.28060906914987e-31
56938,468.247481436591,2.44088767441747,0.201757687443116,12.0981148493073,1.08064307481088e-33,1.32588090413057e-31
759,16770.4827361167,-6.93903867165848,0.573924329689911,-12.0905114362508,1.18546454950283e-33,1.44796786544207e-31
2517,3900.54051863384,-1.65631728474094,0.137001449089268,-12.0897793107408,1.19607573907442e-33,1.45440674021916e-31
760,9656.6983156032,-4.62256343116524,0.382595397379563,-12.0821198133215,1.31290683602544e-33,1.58937583998493e-31
23601,94.1532000562176,4.45550957199504,0.368782287356324,12.0816799633602,1.31994990367968e-33,1.59083165824899e-31
11155,93.3250289026351,-2.87681134811672,0.238504442207512,-12.0618774287388,1.67911055474387e-33,2.01478472643672e-31
114786,41.4407300124942,-5.48621946176602,0.455305812361764,-12.0495265222025,1.95067198450147e-33,2.3303685751689e-31
7782,305.552157540534,-1.5811877785076,0.131257641069598,-12.046443663186,2.02499783577509e-33,2.40859786248217e-31
4653,84.271625886566,-7.50094510234888,0.622733880367251,-12.0451854938827,2.05613367433837e-33,2.43499865311429e-31
2675,192.220042529183,-3.21077287718495,0.267318652544901,-12.0110319523837,3.10940500144762e-33,3.66640577616581e-31
105377483,69.7995037205678,-6.21425131848213,0.517546142056936,-12.0071445104087,3.25904885660569e-33,3.82629192914766e-31
111,417.149234056194,-2.62049207264804,0.218574611100288,-11.9890048503652,4.05750380174492e-33,4.74327418677803e-31
8840,179.471305600151,3.27440350215997,0.273138459024005,11.9880719612327,4.10345254158198e-33,4.77648890288931e-31
83540,359.202065787433,2.12779595934678,0.177510953137872,11.9868431876096,4.16476436865706e-33,4.82722773929706e-31
84823,5976.59569918933,1.4439472410815,0.120621727600241,11.9708718305459,5.04952227015417e-33,5.82791896586692e-31
3683,730.228324983242,-1.60827510506491,0.134381843532471,-11.9679494103406,5.23053803971896e-33,6.0113668829479e-31
144097,897.064448789432,2.09622094003161,0.175198552737672,11.9648302299067,5.43085521394702e-33,6.21536278644912e-31
